Unnamed: 0,powerPlay,AverageScore,battingTeam,bowlingTeam,city,delivery_left,score,CurrentRunRate,wicketsLeft,Run_In_Last5,Wickets_In_Last5,Final_Score,innings
76635,0.0,156.0,India,New Zealand,Delhi,61,79,8.033898305084746,10,,,202,1.0
167633,0.0,156.33333333333334,Australia,West Indies,Gros Islet,47,116,9.534246575342468,5,28.0,2.0,127,2.0
64401,0.0,153.88235294117646,England,West Indies,Barbados,18,125,7.352941176470588,6,43.0,,152,1.0
14483,0.0,170.24137931034485,Australia,Pakistan,Johannesburg,63,82,8.631578947368421,7,46.0,1.0,164,1.0
46021,0.0,158.30769230769232,New Zealand,South Africa,Durban,64,71,7.607142857142857,8,31.0,2.0,153,1.0
18307,0.0,162.46666666666667,Australia,New Zealand,Wellington,26,110,7.021276595744681,6,27.0,1.0,142,1.0
138026,0.0,149.95833333333334,New Zealand,Pakistan,Auckland,53,80,7.164179104477612,4,31.0,3.0,153,2.0
83386,0.0,141.66666666666666,Australia,Sri Lanka,Perth,29,86,5.670329670329671,5,43.0,0.0,133,1.0
166903,0.0,166.66666666666666,England,India,Ahmedabad,59,72,7.081967213114755,7,40.0,2.0,177,2.0
134199,0.0,146.15384615384616,West Indies,South Africa,Durban,36,100,7.142857142857143,4,30.0,3.0,126,2.0
34068,0.0,169.58823529411765,New Zealand,England,Pallekele,76,43,5.863636363636364,7,33.0,2.0,148,1.0
147388,0.0,120.66666666666669,Ireland,Afghanistan,Bready,74,39,5.08695652173913,7,31.0,1.0,79,2.0
23326,0.0,157.21428571428572,Pakistan,Zimbabwe,Harare,44,83,6.552631578947369,7,36.0,1.0,161,1.0
7669,0.0,156.9047619047619,South Africa,Australia,Cape Town,11,132,7.26605504587156,7,51.0,0.0,146,1.0
86623,0.0,169.6,England,India,Birmingham,4,166,8.586206896551724,4,69.0,,180,1.0
82535,0.0,177.33333333333334,South Africa,England,Centurion,9,222,12.0,5,51.0,,241,1.0
2801,0.0,154.71428571428572,India,England,Bengaluru,48,99,8.25,8,35.0,1.0,202,1.0
88413,0.0,136.0,West Indies,Zimbabwe,Antigua,23,112,6.927835051546391,6,37.0,2.0,158,1.0
57603,0.0,163.23076923076923,Pakistan,Australia,Sydney,74,49,6.391304347826087,8,33.0,,107,1.0
44161,1.0,152.8,South Africa,Zimbabwe,London,87,51,9.272727272727272,8,,,160,1.0
163808,1.0,103.0,Sri Lanka,South Africa,Hambantota,85,33,5.6571428571428575,6,,,46,
94554,0.0,146.28571428571428,Australia,India,Bengaluru,51,99,8.608695652173912,7,47.0,1.0,194,2.0
90942,0.0,191.0,Pakistan,Bangladesh,Nairobi,20,163,9.78,6,59.0,2.0,191,1.0
24345,0.0,178.75,England,New Zealand,Hamilton,20,147,8.819999999999999,6,31.0,2.0,194,1.0
4093,0.0,160.83333333333334,India,Bangladesh,Nottingham,0,180,8.925619834710742,5,64.0,3.0,180,1.0
105073,0.0,149.27586206896552,South Africa,Australia,Johannesburg,58,70,6.774193548387096,7,24.0,1.0,168,2.0
146953,0.0,130.8,England,Sri Lanka,Chattogram,50,89,7.628571428571429,8,45.0,,190,2.0
158573,0.0,88.0,Sri Lanka,India,Ranchi,0,127,6.35,1,25.0,4.0,127,2.0
5350,0.0,156.9047619047619,Sri Lanka,Australia,Cape Town,80,27,4.05,6,18.0,3.0,101,1.0
103435,0.0,128.3953488372093,England,Pakistan,Dubai,26,113,7.212765957446809,7,45.0,1.0,136,2.0
11970,0.0,138.1627906976744,Afghanistan,Ireland,Dubai,62,73,7.551724137931035,7,38.0,1.0,152,1.0
97541,0.0,149.28571428571428,England,South Africa,Cape Town,49,96,8.112676056338028,7,56.0,0.0,183,2.0
12269,0.0,138.1627906976744,Netherlands,Ireland,Dubai,17,121,7.048543689320388,6,44.0,1.0,158,1.0
91513,0.0,118.0,India,Australia,Guwahati,76,44,6.0,6,28.0,1.0,118,1.0
161390,0.0,151.16666666666666,Afghanistan,Ireland,Greater Noida,21,111,6.727272727272728,5,,,142,2.0
1421,0.0,154.0,Sri Lanka,England,St Lucia,59,56,5.508196721311475,6,22.0,1.0,128,1.0
78288,0.0,180.0,Afghanistan,Ireland,Greater Noida,17,151,8.796116504854368,7,72.0,1.0,184,1.0
41004,0.0,139.69230769230768,Sri Lanka,Australia,Melbourne,34,99,6.906976744186046,6,38.0,2.0,142,1.0
84638,0.0,174.16666666666666,India,Pakistan,Ahmedabad,1,187,9.428571428571429,5,69.0,,192,1.0
2415,0.0,154.0,New Zealand,England,St Lucia,54,68,6.181818181818182,7,29.0,2.0,149,1.0
139583,0.0,130.3448275862069,India,Bangladesh,Mirpur,73,58,7.404255319148937,9,,,122,2.0
143563,1.0,162.0,Sri Lanka,England,Bristol,87,47,8.545454545454545,9,41.0,1.0,137,2.0
12497,0.0,138.1627906976744,England,Pakistan,Dubai,35,111,7.835294117647059,6,47.0,2.0,172,1.0
67113,0.0,161.36363636363637,South Africa,Pakistan,Lahore,63,61,6.421052631578948,4,,,164,1.0
101902,1.0,128.3953488372093,Netherlands,Afghanistan,Dubai,84,47,7.833333333333333,10,40.0,0.0,132,2.0
18438,0.0,145.89473684210526,New Zealand,Bangladesh,Dhaka,19,91,5.405940594059406,5,24.0,0.0,128,1.0
33059,0.0,153.14285714285714,India,Afghanistan,Colombo,6,139,7.315789473684211,6,33.0,1.0,159,1.0
138474,0.0,128.66666666666666,Sri Lanka,India,Pune,64,73,7.821428571428571,6,52.0,1.0,123,2.0
57613,0.0,163.23076923076923,Pakistan,Australia,Sydney,64,62,6.642857142857142,8,31.0,0.0,107,1.0
56964,1.0,147.0,India,England,Kanpur,91,35,7.241379310344828,9,35.0,1.0,147,1.0
63772,0.0,153.88235294117646,Australia,Sri Lanka,Barbados,78,44,6.285714285714286,6,28.0,3.0,168,1.0
127209,0.0,129.41666666666666,Afghanistan,Ireland,Abu Dhabi,11,156,8.587155963302752,1,26.0,2.0,157,2.0
147174,0.0,130.8,New Zealand,Sri Lanka,Chattogram,72,30,3.75,5,12.0,,60,2.0
98132,0.0,149.28571428571428,England,South Africa,Cape Town,34,98,6.837209302325581,6,41.0,1.0,135,2.0
151932,0.0,180.125,West Indies,India,Mumbai,24,151,9.4375,7,53.0,1.0,196,2.0
7506,0.0,156.9047619047619,England,Australia,Cape Town,50,84,7.2,6,42.0,2.0,135,1.0
34255,0.0,169.58823529411765,West Indies,Sri Lanka,Pallekele,12,119,6.611111111111111,6,48.0,2.0,129,1.0
120756,0.0,135.609756097561,Sri Lanka,India,Colombo,50,55,4.714285714285714,8,23.0,1.0,82,2.0
40016,0.0,139.69230769230768,England,Australia,Melbourne,65,67,7.309090909090909,5,37.0,3.0,130,1.0
85148,0.0,171.66666666666666,West Indies,Australia,Gros Islet,6,180,9.473684210526317,6,56.0,1.0,196,1.0
95018,0.0,146.28571428571428,Pakistan,India,Bengaluru,60,45,4.5,7,25.0,0.0,134,2.0
88397,0.0,136.0,West Indies,Zimbabwe,Antigua,38,86,6.2926829268292686,7,31.0,2.0,158,1.0
16798,0.0,162.46666666666667,India,New Zealand,Wellington,54,87,7.909090909090909,5,36.0,3.0,165,1.0
134229,0.0,146.15384615384616,West Indies,South Africa,Durban,7,126,6.690265486725664,1,26.0,3.0,126,2.0
142658,0.0,130.71428571428572,India,Sri Lanka,Nagpur,28,135,8.804347826086957,3,32.0,4.0,186,2.0
105299,0.0,149.27586206896552,Australia,South Africa,Johannesburg,77,45,6.27906976744186,7,,,205,2.0
6925,0.0,156.9047619047619,Sri Lanka,South Africa,Cape Town,4,123,6.362068965517242,3,30.0,2.0,134,1.0
105208,0.0,149.27586206896552,India,South Africa,Johannesburg,48,75,6.25,7,31.0,2.0,127,2.0
84687,0.0,171.66666666666666,West Indies,England,Gros Islet,74,48,6.260869565217391,7,,,160,1.0
31588,0.0,153.14285714285714,West Indies,Sri Lanka,Colombo,12,146,8.11111111111111,5,43.0,1.0,162,1.0
32121,0.0,153.14285714285714,England,Sri Lanka,Colombo,74,65,8.478260869565217,7,,,187,
166430,1.0,166.66666666666666,England,India,Ahmedabad,86,60,10.588235294117649,9,59.0,0.0,188,2.0
110090,0.0,125.15789473684212,Sri Lanka,Bangladesh,Dhaka,47,130,10.684931506849315,6,42.0,3.0,194,2.0
146470,0.0,130.8,Zimbabwe,Bangladesh,Chattogram,67,44,4.981132075471698,4,28.0,3.0,136,2.0
157223,0.0,57.66666666666666,New Zealand,Sri Lanka,Guyana,62,66,6.8275862068965525,8,31.0,,139,2.0
28365,0.0,153.14285714285714,Ireland,West Indies,Colombo,20,110,6.6,4,40.0,2.0,129,1.0
156662,0.0,141.0,West Indies,Pakistan,St Vincent,72,17,2.125,6,,,124,
78137,0.0,180.0,Afghanistan,Ireland,Greater Noida,41,106,8.050632911392405,6,40.0,2.0,184,1.0
44230,0.0,152.8,South Africa,Zimbabwe,London,19,139,8.257425742574258,7,48.0,0.0,160,1.0
159640,0.0,139.8,Sri Lanka,Australia,Adelaide,41,66,5.012658227848101,5,26.0,2.0,99,2.0
135381,0.0,170.66666666666666,India,Australia,Rajkot,73,70,8.936170212765958,8,49.0,1.0,202,2.0
100898,0.0,128.3953488372093,Netherlands,Ireland,Dubai,51,64,5.565217391304348,4,26.0,4.0,86,2.0
106584,0.0,149.27586206896552,Pakistan,South Africa,Johannesburg,2,186,9.457627118644067,4,57.0,3.0,189,2.0
42064,0.0,152.8,Sri Lanka,England,London,72,67,8.375,8,43.0,1.0,183,1.0
59466,0.0,149.0,Sri Lanka,Bangladesh,Chattogram,35,119,8.4,5,33.0,2.0,168,1.0
94012,0.0,148.91666666666666,Sri Lanka,India,St Lucia,8,139,7.446428571428571,6,41.0,1.0,167,2.0
109348,0.0,125.15789473684212,Zimbabwe,Afghanistan,Dhaka,62,57,5.896551724137932,6,24.0,1.0,169,2.0
56269,0.0,155.71428571428572,South Africa,West Indies,Nagpur,43,78,6.077922077922078,5,,,122,1.0
128151,0.0,161.66666666666666,South Africa,West Indies,St George's,4,139,7.189655172413794,1,35.0,,146,2.0
49456,0.0,168.66666666666666,Sri Lanka,New Zealand,Auckland,73,41,5.23404255319149,7,27.0,2.0,142,1.0
101428,0.0,128.3953488372093,Australia,Pakistan,Dubai,78,43,6.142857142857143,7,32.0,3.0,97,2.0
110321,0.0,125.15789473684212,Bangladesh,Zimbabwe,Dhaka,47,89,7.315068493150685,9,40.0,1.0,120,2.0
60776,0.0,149.0,Sri Lanka,New Zealand,Chattogram,39,79,5.851851851851852,6,29.0,1.0,119,1.0
118520,0.0,135.609756097561,Sri Lanka,Bangladesh,Colombo,23,123,7.608247422680412,3,41.0,2.0,131,2.0
138999,1.0,126.0,Bangladesh,Pakistan,Kolkata,85,44,7.542857142857144,8,38.0,1.0,146,2.0
27968,0.0,153.14285714285714,England,Afghanistan,Colombo,45,92,7.36,8,33.0,1.0,196,1.0
49251,0.0,168.66666666666666,New Zealand,West Indies,Auckland,32,106,7.227272727272727,6,34.0,1.0,155,1.0
74346,0.0,151.36363636363637,England,Pakistan,Manchester,32,120,8.181818181818182,5,46.0,3.0,131,1.0
42168,1.0,152.8,Sri Lanka,Pakistan,London,97,46,12.0,10,45.0,0.0,150,1.0
30661,0.0,153.14285714285714,Pakistan,Sri Lanka,Colombo,59,77,7.573770491803279,7,,,172,1.0
100055,1.0,128.3953488372093,Pakistan,West Indies,Dubai,85,38,6.514285714285714,9,32.0,1.0,116,2.0
10266,0.0,138.1627906976744,Pakistan,Australia,Dubai,75,58,7.733333333333333,9,37.0,1.0,147,1.0
39013,0.0,146.41666666666666,Pakistan,New Zealand,Abu Dhabi,73,42,5.361702127659575,8,33.0,1.0,148,1.0
41128,0.0,139.69230769230768,Australia,India,Melbourne,36,83,5.928571428571429,4,30.0,2.0,132,1.0
86734,0.0,169.6,Pakistan,Australia,Birmingham,18,134,7.882352941176471,4,43.0,3.0,162,1.0
161238,1.0,128.33333333333334,West Indies,Sri Lanka,Coolidge,91,62,12.827586206896552,7,,,134,
111090,0.0,138.07142857142858,India,Zimbabwe,Harare,31,111,7.48314606741573,6,48.0,0.0,112,2.0
91781,0.0,174.0,South Africa,England,Taunton,59,84,8.262295081967213,8,50.0,1.0,174,1.0
143216,0.0,130.71428571428572,England,India,Nagpur,71,50,6.122448979591837,8,28.0,1.0,139,2.0
136997,0.0,149.95833333333334,New Zealand,Pakistan,Auckland,47,104,8.547945205479452,6,35.0,1.0,146,2.0
43822,0.0,152.8,West Indies,England,London,56,99,9.28125,8,38.0,1.0,208,1.0
33993,0.0,169.58823529411765,West Indies,New Zealand,Pallekele,31,108,7.280898876404494,4,22.0,3.0,139,1.0
166930,0.0,166.66666666666666,England,India,Ahmedabad,32,131,8.931818181818182,7,62.0,,177,2.0
167897,1.0,145.2,Australia,South Africa,Brisbane,90,24,4.8,9,24.0,,161,2.0
4300,0.0,160.83333333333334,Sri Lanka,West Indies,Nottingham,40,131,9.825,9,51.0,1.0,192,1.0
82337,0.0,177.33333333333334,India,South Africa,Centurion,83,46,7.459459459459459,7,46.0,2.0,188,1.0
18321,0.0,162.46666666666667,Australia,New Zealand,Wellington,12,124,6.888888888888889,4,25.0,,142,1.0
10411,0.0,138.1627906976744,New Zealand,Pakistan,Dubai,53,64,5.73134328358209,7,18.0,,144,1.0
95226,0.0,143.0,South Africa,England,Nottingham,76,32,4.363636363636364,9,28.0,1.0,114,2.0
47232,0.0,166.2,Zimbabwe,Ireland,Sylhet,15,132,7.542857142857143,5,31.0,2.0,163,1.0
35954,0.0,168.44444444444446,Sri Lanka,England,Southampton,46,108,8.756756756756756,5,34.0,5.0,163,1.0
49738,0.0,168.66666666666666,South Africa,New Zealand,Auckland,39,123,9.11111111111111,8,44.0,1.0,185,1.0
18697,0.0,145.89473684210526,India,Bangladesh,Dhaka,16,139,8.01923076923077,6,60.0,1.0,166,1.0
82411,0.0,177.33333333333334,India,South Africa,Centurion,10,162,8.836363636363638,6,49.0,0.0,188,1.0
108797,0.0,125.15789473684212,Australia,Bangladesh,Dhaka,46,71,5.756756756756756,4,16.0,3.0,105,2.0
25783,0.0,177.6,Australia,Pakistan,Chandigarh,50,93,7.9714285714285715,7,37.0,1.0,193,1.0
87914,0.0,165.5,Afghanistan,West Indies,Lucknow,33,101,6.965517241379311,6,38.0,,156,1.0
65109,0.0,153.88235294117646,Australia,Bangladesh,Barbados,57,56,5.333333333333333,6,23.0,2.0,141,1.0
15004,0.0,170.24137931034485,South Africa,Pakistan,Johannesburg,36,101,7.214285714285714,8,43.0,1.0,188,1.0
44407,1.0,152.8,England,Pakistan,London,87,62,11.272727272727272,9,57.0,1.0,185,1.0
32366,0.0,153.14285714285714,India,England,Colombo,75,64,8.533333333333333,9,40.0,0.0,170,1.0
6237,0.0,156.9047619047619,South Africa,Pakistan,Cape Town,58,92,8.903225806451612,9,,,192,1.0
68029,0.0,191.0,Pakistan,West Indies,Karachi,18,167,9.823529411764708,7,53.0,2.0,205,1.0
153760,0.0,148.54545454545453,Pakistan,Zimbabwe,Lahore,77,61,8.511627906976743,9,43.0,1.0,176,2.0
66600,0.0,161.36363636363637,Pakistan,South Africa,Lahore,82,47,7.421052631578948,8,42.0,,169,1.0
90755,1.0,201.0,Sri Lanka,India,Indore,86,47,8.294117647058822,9,40.0,1.0,142,1.0
143622,0.0,162.0,Sri Lanka,England,Bristol,32,109,7.4318181818181825,9,,,137,
134017,1.0,146.15384615384616,England,India,Durban,87,53,9.636363636363637,10,52.0,0.0,200,2.0
155248,0.0,130.42857142857142,Ireland,Zimbabwe,Dublin,4,112,5.793103448275862,3,28.0,1.0,114,2.0
52156,0.0,143.0,Pakistan,India,Kolkata,14,116,6.566037735849056,5,50.0,2.0,118,1.0
123967,0.0,143.44444444444446,England,South Africa,Southampton,57,102,9.714285714285714,9,44.0,0.0,143,2.0
108836,0.0,125.15789473684212,Australia,Bangladesh,Dhaka,8,104,5.571428571428571,3,22.0,1.0,105,2.0
148258,0.0,157.4,Ireland,Afghanistan,Dehradun,73,88,11.23404255319149,10,54.0,0.0,194,2.0
57511,0.0,163.23076923076923,Australia,India,Sydney,42,90,6.923076923076923,7,23.0,3.0,164,1.0
31699,0.0,153.14285714285714,South Africa,Sri Lanka,Colombo,23,97,6.0,1,23.0,2.0,98,1.0
144162,0.0,141.92307692307693,England,Australia,Sydney,14,126,7.132075471698113,4,42.0,,144,2.0
157372,0.0,57.66666666666666,Ireland,West Indies,Guyana,39,60,4.444444444444445,3,20.0,2.0,68,2.0
47860,0.0,183.3333333333333,Bangladesh,India,Rajkot,1,151,7.613445378151261,4,,,153,1.0
44119,0.0,152.8,South Africa,West Indies,London,7,170,9.026548672566372,3,42.0,,183,1.0
40386,0.0,139.69230769230768,Australia,South Africa,Melbourne,63,97,10.210526315789474,8,46.0,1.0,182,1.0
25032,0.0,178.75,Pakistan,New Zealand,Hamilton,68,51,5.884615384615385,8,22.0,2.0,168,1.0
65757,0.0,191.25,India,West Indies,Mumbai,31,127,8.561797752808989,9,,,192,1.0
41817,0.0,152.8,Pakistan,Netherlands,London,75,62,8.266666666666667,9,40.0,1.0,175,1.0
43796,0.0,152.8,West Indies,England,London,82,72,11.36842105263158,9,59.0,1.0,208,1.0
101009,0.0,128.3953488372093,Pakistan,Australia,Dubai,37,90,6.506024096385542,8,39.0,0.0,109,2.0
60606,0.0,149.0,Sri Lanka,South Africa,Chattogram,82,53,8.368421052631579,8,35.0,1.0,165,1.0
44864,0.0,139.66666666666666,Zimbabwe,Pakistan,Rawalpindi,4,128,6.620689655172415,1,47.0,3.0,129,1.0
31272,0.0,153.14285714285714,Pakistan,India,Colombo,80,43,6.449999999999999,7,21.0,2.0,128,1.0
161758,0.0,151.16666666666666,Ireland,Afghanistan,Greater Noida,77,60,8.372093023255813,7,,,163,2.0
67141,0.0,161.36363636363637,South Africa,Pakistan,Lahore,35,98,6.91764705882353,3,37.0,1.0,164,1.0
175265,0.0,130.0,Netherlands,Afghanistan,Edinburgh,20,114,6.84,2,23.0,5.0,130,2.0
55982,0.0,155.71428571428572,Afghanistan,West Indies,Nagpur,82,34,5.368421052631579,8,29.0,2.0,123,1.0
63401,0.0,153.88235294117646,South Africa,New Zealand,Barbados,80,49,7.35,9,35.0,1.0,170,1.0
86106,0.0,169.75,Zimbabwe,Afghanistan,Bulawayo,26,151,9.638297872340424,6,41.0,1.0,190,1.0
133320,0.0,146.15384615384616,South Africa,New Zealand,Durban,53,74,6.626865671641792,8,28.0,,87,2.0
169790,0.0,122.75,West Indies,India,Lucknow,48,71,5.916666666666667,5,24.0,3.0,124,2.0
95489,0.0,143.0,Sri Lanka,Australia,Nottingham,51,94,8.173913043478262,8,29.0,,160,2.0
31136,1.0,153.14285714285714,India,Australia,Colombo,90,42,8.4,9,42.0,1.0,140,1.0
74433,0.0,157.0,Australia,India,Ranchi,45,87,6.96,6,27.0,2.0,118,1.0
100856,1.0,128.3953488372093,Netherlands,Ireland,Dubai,90,28,5.6,8,,,86,2.0
32926,0.0,153.14285714285714,Sri Lanka,India,Colombo,13,160,8.971962616822431,6,53.0,1.0,171,1.0
156288,1.0,148.0,New Zealand,India,Christchurch,84,54,9.0,9,51.0,0.0,166,2.0
137416,0.0,149.95833333333334,New Zealand,Zimbabwe,Auckland,82,58,9.157894736842106,8,42.0,0.0,160,2.0
104325,0.0,149.27586206896552,Sri Lanka,Pakistan,Johannesburg,64,85,9.107142857142856,7,,,156,2.0
64516,0.0,153.88235294117646,New Zealand,Pakistan,Barbados,30,99,6.6,5,38.0,1.0,133,1.0
30414,0.0,153.14285714285714,Bangladesh,India,Colombo,62,67,6.931034482758621,7,34.0,1.0,166,1.0
25452,0.0,178.75,New Zealand,Pakistan,Hamilton,8,175,9.375,5,75.0,,185,1.0
48361,0.0,168.66666666666666,Australia,New Zealand,Auckland,68,78,9.0,6,,,214,1.0
85393,0.0,171.66666666666666,West Indies,Australia,Gros Islet,17,178,10.36893203883495,4,30.0,3.0,199,1.0
131128,0.0,141.33333333333334,England,South Africa,London,20,145,8.7,6,34.0,,176,2.0
17422,0.0,162.46666666666667,India,New Zealand,Wellington,41,94,7.139240506329115,6,35.0,1.0,149,1.0
55053,0.0,148.20689655172413,West Indies,Bangladesh,Mirpur,25,122,7.705263157894737,8,36.0,2.0,171,1.0
98887,0.0,149.28571428571428,Australia,South Africa,Cape Town,63,83,8.736842105263158,8,51.0,1.0,147,2.0
45757,0.0,158.30769230769232,India,Australia,Durban,81,37,5.6923076923076925,9,30.0,1.0,188,1.0
66395,0.0,87.0,West Indies,India,Providence,17,119,6.932038834951456,5,,,146,1.0
122677,0.0,147.11764705882354,New Zealand,West Indies,Pallekele,51,70,6.086956521739131,7,32.0,2.0,139,2.0
78382,0.0,180.0,Ireland,Afghanistan,Greater Noida,44,111,8.763157894736842,8,38.0,1.0,172,1.0
89728,0.0,173.0,Australia,Sri Lanka,Victoria,12,159,8.833333333333334,4,,,173,
58255,0.0,163.23076923076923,Australia,India,Sydney,11,177,9.743119266055045,6,57.0,,197,1.0
163984,0.0,156.75,Pakistan,New Zealand,Napier,62,73,7.551724137931035,9,39.0,1.0,177,2.0
112652,0.0,138.07142857142858,Australia,Pakistan,Harare,3,146,7.487179487179487,3,40.0,,149,2.0
37883,1.0,146.41666666666666,Sri Lanka,Pakistan,Abu Dhabi,95,42,10.08,9,,,141,
59453,0.0,149.0,Sri Lanka,Bangladesh,Chattogram,47,102,8.383561643835616,6,34.0,2.0,168,1.0
15561,0.0,170.24137931034485,West Indies,South Africa,Johannesburg,64,47,5.035714285714286,7,19.0,2.0,131,1.0
58972,0.0,163.25,Ireland,Netherlands,Rotterdam,38,106,7.75609756097561,6,26.0,1.0,158,1.0
133225,0.0,123.16666666666669,West Indies,England,Trinidad,36,93,6.642857142857143,8,29.0,0.0,123,2.0
127362,0.0,129.41666666666666,New Zealand,Pakistan,Abu Dhabi,55,70,6.461538461538461,9,20.0,1.0,146,2.0
165395,0.0,154.25,South Africa,Pakistan,Centurion,46,75,6.081081081081081,5,40.0,2.0,141,2.0
92362,0.0,119.2,New Zealand,West Indies,Lauderhill,56,56,5.25,5,23.0,3.0,116,2.0
63911,0.0,153.88235294117646,West Indies,India,Barbados,61,66,6.711864406779661,10,40.0,0.0,169,1.0
72045,0.0,143.5,West Indies,Pakistan,St Vincent,20,103,6.18,5,29.0,1.0,152,1.0
122653,0.0,147.11764705882354,New Zealand,West Indies,Pallekele,74,43,5.608695652173913,8,31.0,,139,2.0
52615,0.0,148.20689655172413,Sri Lanka,West Indies,Mirpur,1,150,7.563025210084034,5,,,160,1.0
172311,1.0,132.0,West Indies,India,Jamaica,86,61,10.76470588235294,10,56.0,0.0,194,2.0
105550,1.0,149.27586206896552,Sri Lanka,South Africa,Johannesburg,84,57,9.5,8,46.0,2.0,137,2.0
554,0.0,159.2,West Indies,New Zealand,Lauderhill,56,85,7.96875,9,44.0,0.0,177,1.0
41930,1.0,152.8,Sri Lanka,Ireland,London,84,28,4.666666666666667,8,23.0,1.0,144,1.0
42675,1.0,152.8,England,Netherlands,London,89,42,8.129032258064516,10,33.0,0.0,162,1.0
110416,0.0,125.15789473684212,Bangladesh,New Zealand,Dhaka,50,57,4.885714285714286,7,24.0,,96,2.0
100275,0.0,128.3953488372093,South Africa,West Indies,Dubai,44,97,7.657894736842105,8,42.0,1.0,144,2.0
83197,1.0,177.33333333333334,South Africa,England,Centurion,86,62,10.941176470588236,10,56.0,,222,1.0
9422,1.0,138.1627906976744,Afghanistan,Ireland,Dubai,86,29,5.117647058823529,8,28.0,,139,1.0
3664,0.0,160.83333333333334,England,South Africa,Nottingham,53,62,5.552238805970149,7,35.0,0.0,111,1.0
88020,0.0,104.0,Sri Lanka,India,Visakhapatnam,52,56,4.941176470588235,3,23.0,2.0,82,1.0
6164,0.0,156.9047619047619,South Africa,England,Cape Town,9,161,8.702702702702704,6,48.0,1.0,179,1.0
14660,0.0,170.24137931034485,Australia,South Africa,Johannesburg,9,148,8.0,4,59.0,1.0,166,1.0
8397,0.0,138.1627906976744,Afghanistan,Pakistan,Dubai,28,94,6.130434782608695,4,27.0,1.0,147,1.0
10682,0.0,138.1627906976744,South Africa,Pakistan,Dubai,32,115,7.840909090909091,8,,,150,1.0
66852,0.0,161.36363636363637,Bangladesh,Pakistan,Lahore,75,49,6.533333333333333,10,34.0,0.0,141,1.0
83283,0.0,177.33333333333334,South Africa,England,Centurion,7,202,10.72566371681416,5,49.0,2.0,222,1.0
130032,0.0,141.33333333333334,England,Sri Lanka,London,48,91,7.583333333333333,6,35.0,2.0,174,2.0
130172,0.0,141.33333333333334,Pakistan,Sri Lanka,London,31,98,6.606741573033708,7,39.0,0.0,131,2.0
54827,0.0,148.20689655172413,Pakistan,India,Mirpur,18,82,4.823529411764706,2,26.0,1.0,83,1.0
14363,0.0,170.24137931034485,Australia,South Africa,Johannesburg,58,65,6.290322580645161,7,38.0,1.0,147,1.0
109387,0.0,125.15789473684212,Zimbabwe,Afghanistan,Dhaka,27,119,7.67741935483871,4,,,169,2.0
141706,0.0,130.3448275862069,India,Pakistan,Mirpur,66,50,5.555555555555555,7,31.0,0.0,85,2.0
44619,0.0,139.66666666666666,Zimbabwe,Pakistan,Rawalpindi,2,148,7.525423728813559,5,39.0,1.0,156,1.0
168294,0.0,145.2,South Africa,Australia,Brisbane,43,85,6.623376623376623,6,47.0,1.0,114,2.0
7386,0.0,156.9047619047619,New Zealand,Pakistan,Cape Town,45,81,6.48,8,33.0,2.0,143,1.0
45099,0.0,129.66666666666666,India,West Indies,Trinidad,15,121,6.914285714285715,6,46.0,0.0,159,1.0
48663,0.0,168.66666666666666,Pakistan,New Zealand,Auckland,11,162,8.91743119266055,4,67.0,3.0,171,1.0
89522,1.0,146.0,South Africa,England,Paarl,90,44,8.8,9,44.0,1.0,146,1.0
57689,0.0,163.23076923076923,Australia,New Zealand,Sydney,78,52,7.428571428571429,8,38.0,2.0,150,1.0
129669,1.0,141.33333333333334,Pakistan,New Zealand,London,92,40,8.571428571428571,9,40.0,1.0,100,2.0
145335,0.0,150.25,Zimbabwe,Netherlands,Rotterdam,32,99,6.75,4,19.0,4.0,152,2.0
52959,0.0,148.20689655172413,Pakistan,Australia,Mirpur,40,128,9.6,7,62.0,1.0,191,1.0
169234,0.0,151.0,South Africa,England,Birmingham,66,68,7.555555555555555,6,33.0,2.0,90,2.0
74470,0.0,157.0,Australia,India,Ranchi,8,118,6.321428571428571,2,28.0,3.0,118,1.0
22823,0.0,157.21428571428572,Pakistan,Zimbabwe,Harare,48,81,6.75,9,,,165,1.0
103869,0.0,149.27586206896552,West Indies,South Africa,Johannesburg,18,202,11.882352941176473,5,39.0,4.0,236,2.0
128226,,161.66666666666666,West Indies,South Africa,St George's,51,122,10.608695652173912,9,,,161,
71145,0.0,181.5,New Zealand,England,Christchurch,60,72,7.2,8,36.0,1.0,153,1.0
160212,0.0,172.0,Bangladesh,South Africa,Bloemfontein,49,104,8.788732394366196,5,37.0,3.0,175,2.0
81679,0.0,129.4,India,South Africa,Dharamsala,57,90,8.571428571428571,9,,,199,
28828,0.0,153.14285714285714,India,Sri Lanka,Colombo,43,84,6.545454545454545,8,33.0,1.0,132,1.0
139288,0.0,126.0,India,Pakistan,Kolkata,36,99,7.071428571428571,6,41.0,1.0,119,2.0
126702,0.0,129.41666666666666,Australia,Pakistan,Abu Dhabi,80,27,4.05,4,21.0,,89,2.0
98609,0.0,149.28571428571428,South Africa,Australia,Cape Town,41,87,6.607594936708861,3,28.0,3.0,96,2.0
74856,0.0,134.5,Ireland,West Indies,Basseterre,42,109,8.384615384615385,7,53.0,1.0,147,1.0
148678,0.0,138.0,South Africa,Zimbabwe,Potchefstroom,30,124,8.266666666666667,6,42.0,1.0,135,2.0
